"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDJ08","OUT027",4564.4755859375
"NCC07","OUT017",1542.6337890625
"NCD19","OUT027",1514.50500488281
"FDL46","OUT049",1706.16223144531
"FDM20","OUT045",4389.1845703125
"NCI06","OUT010",557.936279296875
"DRM11","OUT035",4505.47900390625
"NCH07","OUT018",2392.59252929688
"FDS23","OUT013",2223.46997070312
"FDO49","OUT018",568.890258789062
"FDS35","OUT049",1077.46325683594
"DRK39","OUT045",1249.42395019531
"DRI39","OUT049",867.615051269531
"FDV04","OUT017",2255.90625
"NCN14","OUT035",3216.5439453125
"FDH08","OUT013",3717.2138671875
"FDS20","OUT046",3288.357421875
"FDV40","OUT049",1069.31860351562
"FDZ48","OUT010",141.740127563477
"FDS24","OUT027",2301.91796875
"FDK44","OUT049",2578.09790039062
"FDS48","OUT045",2503.25122070312
"FDK26","OUT010",633.872924804688
"FDD23","OUT045",3545.8427734375
"NCH54","OUT017",2789.18139648438
"NCP14","OUT010",334.438262939453
"FDM60","OUT010",55.8012161254883
"FDV24","OUT017",2402.43481445312
"FDH08","OUT018",3042.49096679688
"FDS12","OUT027",3101.931640625
"FDR39","OUT027",5055.07470703125
"FDP12","OUT027",1099.48901367188
"DRF60","OUT027",5317.44384765625
"FDC09","OUT035",1772.49328613281
"FDF50","OUT018",2750.10888671875
"FDG28","OUT035",3984.21630859375
"NCE19","OUT017",867.741760253906
"NCM53","OUT010",247.073135375977
"NCN18","OUT049",1710.56896972656
"FDF32","OUT035",3157.3056640625
"FDF11","OUT013",3782.91088867188
"DRI59","OUT049",4011.73413085938
"NCG54","OUT035",2845.94580078125
"FDM44","OUT046",1616.21105957031
"FDT57","OUT018",2675.25708007812
"FDV24","OUT046",2354.240234375
"FDI50","OUT019",809.862487792969
"FDS09","OUT035",857.54443359375
"NCC31","OUT027",3998.61401367188
"FDQ07","OUT019",340.490051269531
"FDC22","OUT017",3195.64965820312
"FDZ56","OUT046",2920.0234375
"FDZ40","OUT019",196.700119018555
"FDS46","OUT027",2875.50073242188
"DRD24","OUT045",2156.85424804688
"FDV45","OUT017",3360.41821289062
"FDL26","OUT045",2669.30639648438
"FDA56","OUT018",1637.99829101562
"FDN27","OUT046",1592.82067871094
"FDM20","OUT049",4326.97900390625
"FDO16","OUT017",1783.29504394531
"FDL03","OUT035",3031.498046875
"FDE58","OUT046",1984.75451660156
"FDI02","OUT027",3299.12719726562
"NCC55","OUT019",36.5002326965332
"FDR03","OUT018",2908.39453125
"FDB14","OUT017",1598.36340332031
"FDR45","OUT013",4323.9736328125
"NCN07","OUT017",2138.65747070312
"FDM51","OUT019",345.970153808594
"FDT52","OUT027",6192.2294921875
"FDL26","OUT046",2506.71240234375
"NCZ42","OUT046",4555.55078125
"DRI47","OUT019",476.517211914062
"FDW40","OUT013",2398.26611328125
"FDN34","OUT046",2906.81030273438
"FDS01","OUT035",2986.7197265625
"NCG55","OUT045",1851.40112304688
"FDC11","OUT035",1324.47094726562
"FDX35","OUT018",2775.12841796875
"NCB06","OUT046",2375.38403320312
"FDR09","OUT019",428.514099121094
"FDC53","OUT017",1457.49206542969
"FDY45","OUT013",4377.6669921875
"FDA22","OUT010",469.548858642578
"FDE02","OUT035",1638.50622558594
"FDW21","OUT045",1622.08618164062
"FDV34","OUT046",1151.38452148438
"FDS59","OUT049",1798.19213867188
"NCW17","OUT017",2530.06396484375
"NCK54","OUT046",1910.06005859375
"FDG17","OUT019",480.964630126953
"FDG35","OUT017",2933.64819335938
"FDD08","OUT010",71.5542068481445
"NCO07","OUT017",3827.13330078125
"FDJ10","OUT010",309.8837890625
"FDW36","OUT017",1616.591796875
"FDW21","OUT010",289.687622070312
"FDY19","OUT017",1932.78503417969
"DRE03","OUT013",708.683532714844
"NCC55","OUT049",717.727233886719
"FDH52","OUT010",197.290054321289
"FDO09","OUT017",4597.4765625
"FDU43","OUT045",3780.13916015625
"FDX09","OUT010",383.343109130859
"FDH40","OUT019",240.204010009766
"FDW58","OUT017",1848.40881347656
"FDC47","OUT017",4482.2177734375
"NCR41","OUT035",1745.86218261719
"DRG49","OUT035",4551.453125
"FDC52","OUT027",3235.56030273438
"FDY13","OUT046",1213.82275390625
"FDY35","OUT013",700.125366210938
"FDI35","OUT017",3960.12866210938
"NCU18","OUT049",2477.7841796875
"FDY33","OUT018",2840.73413085938
"FDC15","OUT027",3793.57080078125
"FDU01","OUT049",3411.44995117188
"NCU42","OUT046",3465.5087890625
"NCV29","OUT018",2765.00537109375
"NCY30","OUT017",3087.40405273438
"FDQ46","OUT049",1855.89392089844
"FDG58","OUT027",3976.49389648438
"FDK33","OUT017",3890.01489257812
"NCD07","OUT045",1540.33020019531
"NCX29","OUT027",3661.09838867188
"NCT42","OUT013",2232.73193359375
"DRN59","OUT035",813.097106933594
"FDI44","OUT035",1228.74084472656
"FDA45","OUT049",1700.44689941406
"FDP31","OUT045",890.071472167969
"FDY01","OUT046",1844.0751953125
"FDT09","OUT018",1867.19543457031
"DRH03","OUT027",2160.578125
"FDA36","OUT018",2038.79064941406
"NCF31","OUT017",2376.732421875
"FDG14","OUT049",2460.5087890625
"FDG28","OUT027",6042.4228515625
"FDU14","OUT049",4064.00756835938
"FDY47","OUT019",343.935394287109
"FDI56","OUT049",1347.35705566406
"DRD01","OUT013",891.606201171875
"FDM22","OUT046",920.595764160156
"FDH33","OUT013",730.09423828125
"DRZ24","OUT013",2061.47119140625
"NCQ38","OUT046",1533.76904296875
"FDO16","OUT027",2319.26635742188
"FDU07","OUT027",3980.69360351562
"NCB07","OUT013",2878.98706054688
"FDU48","OUT045",1790.10986328125
"NCM43","OUT045",2802.34326171875
"FDR31","OUT010",360.231536865234
"DRK49","OUT018",465.913299560547
"NCI30","OUT010",571.070251464844
"DRD60","OUT017",3037.25952148438
"NCG19","OUT046",2916.86157226562
"FDH12","OUT035",1739.32739257812
"FDM32","OUT035",1484.5615234375
"FDM27","OUT035",2570.84375
"NCU53","OUT027",4065.10668945312
"NCQ18","OUT046",1722.8935546875
"FDS10","OUT013",2813.68334960938
"FDB33","OUT027",4482.267578125
"FDI12","OUT013",1380.814453125
"NCW42","OUT013",4125.55078125
"NCC06","OUT018",2053.51953125
"FDW02","OUT017",2469.517578125
"NCD43","OUT017",1594.75537109375
"FDM57","OUT018",959.768432617188
"FDA58","OUT017",3502.7333984375
"FDK56","OUT046",3177.19995117188
"FDP52","OUT045",4161.6865234375
"FDW20","OUT018",2048.9443359375
"FDS52","OUT049",1443.52014160156
"NCT29","OUT018",1752.06127929688
"NCL54","OUT013",2845.22729492188
"FDC05","OUT045",2693.61962890625
"FDF34","OUT035",2968.04150390625
"FDP03","OUT027",3278.50634765625
"FDD32","OUT010",175.274185180664
"FDZ10","OUT045",2038.07495117188
"FDZ40","OUT035",902.140197753906
"FDD51","OUT018",449.417419433594
"NCY30","OUT019",660.539367675781
"FDP58","OUT017",3276.4541015625
"FDV49","OUT017",4673.623046875
"FDY24","OUT019",142.637466430664
"NCO55","OUT017",1769.36865234375
"FDR13","OUT017",1867.9873046875
"FDS51","OUT017",936.176452636719
"FDP26","OUT045",1489.49853515625
"NCB54","OUT027",3773.14697265625
"FDF32","OUT017",3201.47924804688
"FDN31","OUT018",2555.1083984375
"DRM48","OUT017",823.900695800781
"FDN20","OUT049",2820.71508789062
"DRL01","OUT046",4030.77172851562
"FDV56","OUT049",1512.8857421875
"DRH13","OUT027",2428.45629882812
"FDA03","OUT017",2459.31372070312
"FDF47","OUT027",5486.19482421875
"FDX32","OUT046",2516.283203125
"FDX57","OUT049",1654.19152832031
"NCA30","OUT045",3014.41137695312
"FDO49","OUT013",657.655395507812
"FDL04","OUT019",233.03727722168
"DRM48","OUT035",791.229614257812
"FDR16","OUT013",3118.41088867188
"NCC19","OUT018",3226.58276367188
"NCE42","OUT045",2859.69482421875
"FDY24","OUT017",946.179382324219
"FDH19","OUT049",2638.865234375
"FDJ46","OUT013",2648.35278320312
"FDN45","OUT010",648.987670898438
"FDY08","OUT035",2013.0439453125
"FDZ37","OUT035",1416.12255859375
"NCT30","OUT045",774.788696289062
"DRY23","OUT018",399.332550048828
"NCZ30","OUT018",1842.21264648438
"FDC44","OUT018",1543.54943847656
"FDB45","OUT035",1557.8271484375
"FDY04","OUT013",2392.28686523438
"FDM27","OUT046",2622.64770507812
"FDZ43","OUT017",4215.06787109375
"FDT39","OUT019",321.123321533203
"NCC06","OUT019",313.320587158203
"FDL15","OUT027",4338.92333984375
"FDL57","OUT017",4984.2001953125
"FDU08","OUT046",1499.71008300781
"FDK40","OUT017",4654.6953125
"FDQ12","OUT010",571.720947265625
"FDS48","OUT017",2512.869140625
"FDP09","OUT045",3669.03393554688
"FDW21","OUT049",1507.12670898438
"FDY25","OUT035",3497.53344726562
"DRE13","OUT017",1399.64990234375
"FDV43","OUT019",66.2861633300781
"FDD22","OUT045",1829.28002929688
"FDM46","OUT019",290.79541015625
"NCO30","OUT010",431.603912353516
"FDM25","OUT046",2865.94580078125
"NCN41","OUT049",2132.09130859375
"FDU24","OUT045",1690.15637207031
"FDZ50","OUT046",3101.35815429688
"FDP45","OUT013",3591.0029296875
"NCM54","OUT045",1975.87475585938
"FDW10","OUT019",397.636474609375
"FDP20","OUT017",1957.81506347656
"FDK32","OUT046",2616.57470703125
"FDN52","OUT049",1267.21813964844
"FDM58","OUT045",1774.77380371094
"FDZ46","OUT027",2902.86889648438
"NCA18","OUT018",1509.82189941406
"FDD35","OUT046",2148.09643554688
"NCK31","OUT035",808.031555175781
"FDI40","OUT027",2999.11352539062
"FDT50","OUT019",249.118927001953
"NCT06","OUT046",2746.66870117188
"FDT31","OUT035",2869.85791015625
"FDT45","OUT049",846.9833984375
"FDT13","OUT045",3201.7685546875
"FDO50","OUT045",1313.88049316406
"NCU18","OUT010",566.579406738281
"NCR54","OUT049",3144.970703125
"NCO18","OUT018",2473.86010742188
"FDU09","OUT045",907.196960449219
"FDT13","OUT018",2622.64477539062
"FDE09","OUT046",1778.87561035156
"NCK53","OUT019",351.256042480469
"FDG45","OUT049",4232.83154296875
"DRH15","OUT035",899.18212890625
"FDO21","OUT019",428.651092529297
"FDD14","OUT027",5659.4599609375
"FDC09","OUT046",1676.57507324219
"FDH45","OUT027",1030.31982421875
"FDV32","OUT046",1172.60791015625
"FDG12","OUT035",2211.896484375
"FDS32","OUT013",2057.58447265625
"NCL55","OUT018",3504.4453125
"DRE01","OUT035",4302.90087890625
"DRE15","OUT049",1436.9609375
"NCL42","OUT045",4240.96240234375
"FDP31","OUT013",938.693969726562
"FDN33","OUT018",1260.77661132812
"FDZ59","OUT046",2991.60864257812
"FDE45","OUT010",362.263793945312
"FDJ07","OUT013",1787.10021972656
"FDQ45","OUT018",2615.72265625
"FDM33","OUT027",4992.58837890625
"FDO15","OUT010",201.360321044922
"FDM46","OUT013",1450.66333007812
"FDR03","OUT045",2878.06030273438
"FDY49","OUT018",2316.07055664062
"FDQ60","OUT045",1842.91394042969
"FDW10","OUT049",2412.62231445312
"FDO51","OUT049",766.924682617188
"FDJ40","OUT018",1394.0947265625
"FDS20","OUT018",2839.31494140625
"FDU45","OUT013",2049.69848632812
"FDV02","OUT035",2934.82153320312
"FDN09","OUT046",3655.7412109375
"NCM55","OUT027",5130.5693359375
"FDN23","OUT018",2167.31274414062
"FDY31","OUT010",425.092315673828
"FDW03","OUT010",270.809112548828
"FDD14","OUT046",2959.59790039062
"FDV23","OUT017",2121.31005859375
"DRI03","OUT045",2749.04077148438
"FDN13","OUT035",1461.90563964844
"FDF45","OUT027",1505.49951171875
"FDU46","OUT035",1456.94787597656
"FDB57","OUT049",3633.64819335938
"FDV12","OUT049",1702.1806640625
"FDQ58","OUT013",2247.740234375
"NCA18","OUT017",1660.61108398438
"FDH52","OUT049",932.090026855469
"FDM24","OUT018",2100.64086914062
"NCP43","OUT027",4287.69384765625
"NCO18","OUT019",428.289001464844
"FDM32","OUT017",1327.48596191406
"NCL07","OUT017",608.797668457031
"FDK03","OUT013",5031.90673828125
"FDP59","OUT017",1581.56311035156
"FDQ24","OUT049",4093.63256835938
"FDQ16","OUT018",1520.94104003906
"FDU44","OUT013",2333.458984375
"FDH28","OUT010",96.3320541381836
"FDV28","OUT019",66.7937469482422
"FDM22","OUT045",891.755065917969
"FDR56","OUT046",3109.1162109375
"FDV39","OUT049",2958.892578125
"FDU37","OUT019",357.363067626953
"FDQ11","OUT010",526.5625
"FDX02","OUT045",4010.82446289062
"NCS42","OUT018",1500.12719726562
"FDY57","OUT027",2518.65478515625
"FDB21","OUT049",4163.7275390625
"FDE28","OUT017",3873.31665039062
"FDQ55","OUT017",2252.99633789062
"FDA48","OUT049",3853.01293945312
"FDZ19","OUT045",2473.10791015625
"NCC43","OUT045",3093.8662109375
"NCV18","OUT046",2145.42016601562
"NCA42","OUT018",2733.39501953125
"FDY45","OUT046",3337.61499023438
"NCC30","OUT045",2679.81713867188
"FDM57","OUT013",1356.90954589844
"FDL09","OUT010",424.939453125
"FDB09","OUT027",3489.12963867188
"FDT44","OUT035",1773.82104492188
"NCT06","OUT027",3953.76245117188
"FDX26","OUT049",3300.39721679688
"FDK32","OUT013",2722.60302734375
"DRA12","OUT046",2242.72924804688
"FDO46","OUT010",656.520751953125
"FDE52","OUT013",1333.92883300781
"NCH42","OUT045",3888.24340820312
"FDV08","OUT035",751.346496582031
"FDB47","OUT018",2828.61669921875
"FDC28","OUT010",227.536422729492
"FDD22","OUT046",2009.09069824219
"FDS07","OUT027",3235.9638671875
"DRI13","OUT045",3822.16943359375
"FDG32","OUT018",3356.103515625
"FDU14","OUT017",4367.35888671875
"FDD28","OUT019",285.376190185547
"NCP41","OUT017",1639.11413574219
"FDS08","OUT049",2509.95239257812
"FDX47","OUT045",2225.97412109375
"FDC53","OUT019",284.941589355469
"FDQ19","OUT035",3698.6572265625
"FDL14","OUT045",2339.3349609375
"FDM33","OUT019",673.97998046875
"FDA51","OUT045",1775.31970214844
"FDZ27","OUT018",550.0048828125
"FDT04","OUT046",649.250427246094
"DRC13","OUT049",2067.88598632812
"FDR16","OUT027",4992.546875
"FDQ03","OUT027",6275.09716796875
"FDE38","OUT035",2802.52612304688
"DRH23","OUT027",1982.43481445312
"FDT11","OUT019",534.861267089844
"FDD09","OUT035",3076.45874023438
"FDR40","OUT045",1428.59741210938
"FDX07","OUT017",3201.47509765625
"FDR07","OUT035",1586.55261230469
"FDA51","OUT017",1872.45031738281
"FDT59","OUT019",880.4365234375
"FDF20","OUT017",3182.23388671875
"FDR13","OUT045",1885.80993652344
"FDY26","OUT049",4503.31396484375
"FDW04","OUT017",1981.76745605469
"FDK52","OUT017",4447.22802734375
"FDN60","OUT049",3004.02197265625
"FDM09","OUT019",365.585784912109
"FDP46","OUT049",1446.64233398438
"FDB50","OUT019",339.443878173828
"NCQ29","OUT049",3485.81103515625
"FDP16","OUT027",6975.423828125
"FDX33","OUT018",2446.66040039062
"FDP07","OUT010",486.105499267578
"FDN22","OUT046",3480.4560546875
"FDF39","OUT049",4216.025390625
"FDS21","OUT017",978.278686523438
"NCM42","OUT013",1694.4560546875
"FDK50","OUT019",530.136108398438
"DRF13","OUT027",3482.17822265625
"FDH35","OUT018",2062.97509765625
"FDP60","OUT018",1211.25952148438
"DRJ49","OUT027",2661.33129882812
"NCT42","OUT019",302.758850097656
"FDE38","OUT049",2851.22338867188
"FDI04","OUT049",2935.16552734375
"NCH54","OUT045",2595.70385742188
"FDT56","OUT049",923.236633300781
"DRD15","OUT018",2892.53662109375
"FDV58","OUT013",2639.97387695312
"FDP21","OUT049",3663.48022460938
"FDH05","OUT013",3543.53662109375
"FDR10","OUT027",3965.8037109375
"NCP06","OUT045",2280.3388671875
"FDF33","OUT049",1779.14587402344
"DRK37","OUT013",3384.041015625
"DRH49","OUT045",1229.70104980469
"FDT58","OUT013",2356.7646484375
"FDD41","OUT018",1485.45178222656
"FDP40","OUT018",1711.74536132812
"FDM51","OUT027",2770.72119140625
"FDO45","OUT010",204.187042236328
"FDW33","OUT010",304.151916503906
"FDY24","OUT045",1073.19360351562
"FDB10","OUT010",370.485198974609
"FDM40","OUT035",2138.638671875
"NCI06","OUT017",3130.29296875
"FDW12","OUT019",329.999938964844
"FDX48","OUT027",4132.65966796875
"NCW05","OUT027",2355.7373046875
"FDX27","OUT017",1625.43432617188
"DRM37","OUT045",3467.31079101562
"FDA38","OUT045",3147.13671875
"FDR36","OUT046",775.714721679688
"FDZ45","OUT046",3272.24267578125
"FDG05","OUT017",2470.3076171875
"FDK28","OUT013",5202.05126953125
"FDV47","OUT045",1504.01916503906
"FDN21","OUT045",2377.099609375
"FDP20","OUT027",3711.68505859375
"FDI35","OUT045",3773.05615234375
"DRY23","OUT013",746.935729980469
"FDA56","OUT017",2158.94873046875
"FDB09","OUT013",2036.54711914062
"NCO26","OUT027",2924.8701171875
"FDQ49","OUT018",2153.0126953125
"FDI52","OUT027",2943.13842773438
"FDZ44","OUT027",2745.73706054688
"FDZ09","OUT018",2745.13940429688
"FDY03","OUT049",2041.20581054688
"NCG42","OUT017",2171.6005859375
"DRI13","OUT027",5318.05322265625
"FDQ32","OUT013",2104.39892578125
"FDW16","OUT035",1348.79089355469
"FDU27","OUT046",828.498046875
"FDR28","OUT010",351.845367431641
"FDQ49","OUT010",341.334686279297
"FDS37","OUT046",1935.42248535156
"FDW26","OUT018",3028.80737304688
"FDX12","OUT018",3735.21313476562
"NCP06","OUT013",2308.87280273438
"FDW45","OUT010",284.565795898438
"NCN30","OUT049",1452.60534667969
"FDN24","OUT049",853.142028808594
"NCL41","OUT027",1059.5419921875
"FDR02","OUT019",264.449371337891
"FDD09","OUT010",673.156677246094
"FDS33","OUT010",247.212203979492
"FDU22","OUT045",2000.25476074219
"FDI53","OUT013",2311.173828125
"DRH01","OUT049",2781.75561523438
"FDX32","OUT013",2426.75854492188
"NCP30","OUT018",471.555206298828
"FDB60","OUT045",2980.3203125
"FDB14","OUT049",1489.26635742188
"NCP02","OUT035",871.119689941406
"FDJ10","OUT017",2080.92504882812
"FDG34","OUT046",1856.63891601562
"NCB18","OUT017",1392.21179199219
"FDM16","OUT049",1184.16723632812
"FDW25","OUT018",1302.74719238281
"FDB35","OUT010",241.976150512695
"DRN11","OUT013",2057.46435546875
"FDF41","OUT019",445.0546875
"FDH16","OUT045",1296.73693847656
"NCQ50","OUT018",3196.55590820312
"DRH23","OUT018",808.106323242188
"DRJ37","OUT013",2193.52490234375
"DRJ24","OUT027",4804.90673828125
"FDY16","OUT035",3368.77221679688
"FDQ27","OUT045",1921.68078613281
"FDZ33","OUT045",2363.32641601562
"FDF29","OUT045",2137.23388671875
"FDA08","OUT049",2639.1787109375
"FDG31","OUT046",1094.591796875
"FDE34","OUT019",630.082336425781
"NCR30","OUT027",2065.82836914062
"FDV33","OUT035",3663.88793945312
"DRZ24","OUT018",1651.94897460938
"NCL54","OUT035",2972.99340820312
"FDR12","OUT049",3018.9375
"NCC54","OUT046",3820.01928710938
"DRN59","OUT013",807.329284667969
"FDX50","OUT019",263.957611083984
"FDV31","OUT027",4330.70556640625
"NCA29","OUT027",4977.94140625
"FDW60","OUT049",2975.05639648438
"FDX08","OUT017",3349.74365234375
"DRD49","OUT013",3413.0654296875
"FDD33","OUT046",3644.18798828125
"FDW35","OUT013",538.739074707031
"FDJ36","OUT017",1796.95263671875
"FDV51","OUT035",2862.76489257812
"FDW36","OUT046",1667.42626953125
"FDH35","OUT046",2486.38818359375
"NCS30","OUT027",3055.72583007812
"FDN49","OUT017",636.0166015625
"FDL08","OUT018",3278.0234375
"FDI09","OUT013",4052.6611328125
"FDP19","OUT018",1852.04016113281
"FDU21","OUT010",59.0763206481934
"NCP41","OUT045",1420.15319824219
"FDY10","OUT013",1921.51635742188
"FDP12","OUT018",432.057739257812
"NCN26","OUT049",1788.72595214844
"FDK44","OUT013",2815.5029296875
"FDC28","OUT049",1552.32531738281
"FDJ41","OUT027",6190.5546875
"NCT29","OUT035",2025.84533691406
"NCH42","OUT019",558.686157226562
"FDU60","OUT018",2473.6103515625
"FDS02","OUT045",3183.77514648438
"FDC51","OUT046",2208.6513671875
"FDU03","OUT013",3059.88671875
"FDX39","OUT045",4180.18701171875
"NCY05","OUT010",88.4711990356445
"NCL06","OUT027",6203.2099609375
"FDD32","OUT035",1319.63146972656
"NCN41","OUT045",1924.70812988281
"NCX53","OUT049",2592.14208984375
"FDU57","OUT019",370.637268066406
"FDQ23","OUT046",1836.95532226562
"FDQ52","OUT045",4674.826171875
"FDC14","OUT045",686.136779785156
"FDY09","OUT035",3084.5908203125
"FDQ28","OUT045",2472.18994140625
"FDV25","OUT046",4643.05419921875
"FDJ07","OUT035",1900.94653320312
"DRB25","OUT049",1553.35327148438
"FDK52","OUT019",665.615783691406
"FDY52","OUT027",1496.36413574219
"FDB28","OUT046",3013.82250976562
"FDT36","OUT035",640.992431640625
"FDV25","OUT017",4306.42578125
"NCN07","OUT027",3623.42846679688
"FDC57","OUT017",3280.2109375
"FDQ03","OUT018",2730.73974609375
"FDU23","OUT017",2896.07202148438
"NCX41","OUT035",3432.41381835938
"NCD06","OUT035",809.605773925781
"FDW08","OUT045",1605.23229980469
"NCU29","OUT017",2704.61010742188
"NCE06","OUT013",2127.33764648438
"FDV52","OUT010",308.916076660156
"FDB02","OUT017",3041.48193359375
"NCR18","OUT045",646.614624023438
"FDK16","OUT049",1453.39208984375
"NCQ29","OUT010",433.918884277344
"FDZ01","OUT019",292.813507080078
"FDW27","OUT035",2399.03173828125
"FDD17","OUT018",3044.23266601562
"FDW39","OUT013",2821.88500976562
"DRH59","OUT045",1107.14953613281
"FDS52","OUT013",1527.14562988281
"FDU40","OUT027",5158.27783203125
"NCF54","OUT013",2509.51025390625
"FDH46","OUT045",1516.26171875
"NCP14","OUT049",1915.67761230469
"FDH50","OUT049",3515.41552734375
"DRF15","OUT010",164.288421630859
"FDV27","OUT027",2341.64819335938
"NCJ06","OUT049",2119.37231445312
"FDN02","OUT018",3087.58447265625
"FDQ51","OUT049",789.10693359375
"FDQ07","OUT017",4036.47485351562
"FDS45","OUT049",2058.02880859375
"NCJ06","OUT045",2008.90026855469
"FDD36","OUT035",2138.49487304688
