"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDJ10","OUT010",315.716105957031
"FDW36","OUT017",1645.1917578125
"FDW21","OUT010",319.273120727539
"FDY19","OUT017",1912.71460205078
"DRE03","OUT013",746.838002929687
"NCC55","OUT049",683.190185546875
"FDH52","OUT010",195.888953552246
"FDO09","OUT017",4216.01039550781
"FDU43","OUT045",3826.09899414063
"FDX09","OUT010",468.941221313477
"FDH40","OUT019",284.160129394531
"FDW58","OUT017",1686.92074462891
"FDC47","OUT017",3859.71954101563
"NCR41","OUT035",1615.05525878906
"DRG49","OUT035",4037.87166992187
"FDC52","OUT027",3715.02795898437
"FDY13","OUT046",1151.95334716797
"FDY35","OUT013",696.556196289063
"FDI35","OUT017",3376.68713867187
"NCU18","OUT049",2265.7238671875
"FDY33","OUT018",2415.3207421875
"FDC15","OUT027",3833.40263671875
"FDU01","OUT049",3141.10849609375
"NCU42","OUT046",2910.75867675781
"NCV29","OUT018",2737.09848144531
"NCY30","OUT017",3126.66954589844
"FDQ46","OUT049",1803.2208203125
"FDG58","OUT027",3880.08271484375
"FDK33","OUT017",3558.33053710938
"NCD07","OUT045",1779.56836914063
"NCX29","OUT027",3658.30036621094
"NCT42","OUT013",2363.50059082031
"DRN59","OUT035",818.079288330078
"FDI44","OUT035",1315.19209228516
"FDA45","OUT049",2240.63517089844
"FDP31","OUT045",902.207496337891
"FDY01","OUT046",1869.35858886719
"FDT09","OUT018",1847.91923339844
"DRH03","OUT027",2414.86901855469
"FDA36","OUT018",2593.3974609375
"NCF31","OUT017",2413.96897949219
"FDG14","OUT049",2460.18936035156
"FDG28","OUT027",6047.99946289063
"FDU14","OUT049",4119.25852539063
"FDY47","OUT019",382.256318359375
"FDI56","OUT049",1425.59943359375
"DRD01","OUT013",883.834566650391
"FDM22","OUT046",931.394923095703
"FDH33","OUT013",684.430576171875
"DRZ24","OUT013",1892.71997802734
"NCQ38","OUT046",1662.90227539062
"FDO16","OUT027",2293.38016113281
"FDU07","OUT027",3838.81440429688
"NCB07","OUT013",3000.86005859375
"FDU48","OUT045",2022.64240234375
"NCM43","OUT045",2662.90452636719
"FDR31","OUT010",367.394488525391
"DRK49","OUT018",528.846955566406
"NCI30","OUT010",566.62633605957
"DRD60","OUT017",3040.67339355469
"NCG19","OUT046",3433.90334472656
"FDH12","OUT035",1697.09672851563
"FDM32","OUT035",1540.41512451172
"FDM27","OUT035",2516.40920410156
"NCU53","OUT027",4020.42234375
"NCQ18","OUT046",1603.67548339844
"FDS10","OUT013",2899.66393554688
"FDB33","OUT027",4087.13848144531
"FDI12","OUT013",1353.26424804688
"NCW42","OUT013",3654.29615722656
"NCC06","OUT018",1808.68040771484
"FDW02","OUT017",2132.80380859375
"NCD43","OUT017",1674.19803710938
"FDM57","OUT018",1133.83095458984
"FDA58","OUT017",3705.43361328125
"FDK56","OUT046",3089.52620605469
"FDP52","OUT045",3883.16905761719
"FDW20","OUT018",1784.37562011719
"FDS52","OUT049",1643.61663818359
"NCT29","OUT018",1775.79109375
"NCL54","OUT013",2846.99076660156
"FDC05","OUT045",3027.32509765625
"FDF34","OUT035",3023.06066894531
"FDP03","OUT027",3221.91163085937
"FDD32","OUT010",220.563464660645
"FDZ10","OUT045",2060.31296875
"FDZ40","OUT035",940.734204101562
"FDD51","OUT018",539.120380249023
"NCY30","OUT019",566.336166992187
"FDP58","OUT017",3404.1270703125
"FDV49","OUT017",4293.35052734375
"FDY24","OUT019",167.473753509521
"NCO55","OUT017",1692.15549072266
"FDR13","OUT017",1918.38004394531
"FDS51","OUT017",981.008874511719
"FDP26","OUT045",1614.65831054688
"NCB54","OUT027",3380.35094726563
"FDF32","OUT017",3191.98703613281
"FDN31","OUT018",2792.21283691406
"DRM48","OUT017",693.654334716797
"FDN20","OUT049",2779.70309570313
"DRL01","OUT046",3754.85809570312
"FDV56","OUT049",1659.43168212891
"DRH13","OUT027",2531.06867675781
"FDA03","OUT017",2437.74454589844
"FDF47","OUT027",5461.09741210938
"FDX32","OUT046",2455.9260546875
"FDX57","OUT049",1568.68169189453
"NCA30","OUT045",2982.69089355469
"FDO49","OUT013",740.531424560547
"FDL04","OUT019",282.053223571777
"DRM48","OUT035",720.736475830078
"FDR16","OUT013",3428.13709960938
"NCC19","OUT018",2855.42700195312
"NCE42","OUT045",3190.21721679688
"FDY24","OUT017",914.70783203125
"FDH19","OUT049",2800.55293945312
"FDJ46","OUT013",2824.045078125
"FDN45","OUT010",619.478597412109
"FDY08","OUT035",2099.72611816406
"FDZ37","OUT035",1433.71045898438
"NCT30","OUT045",786.134378662109
"DRY23","OUT018",554.791898193359
"NCZ30","OUT018",1905.11705566406
"FDC44","OUT018",1646.49612304688
"FDB45","OUT035",1635.12091308594
"FDY04","OUT013",2590.6349609375
"FDM27","OUT046",2604.1315625
"FDZ43","OUT017",4032.62867675781
"FDT39","OUT019",422.103609008789
"NCC06","OUT019",389.405300292969
"FDL15","OUT027",3978.38087890625
"FDL57","OUT017",4193.63465820312
"FDU08","OUT046",1542.24549072266
"FDK40","OUT017",4398.80459960938
"FDQ12","OUT010",607.073299560547
"FDS48","OUT017",2484.58317871094
"FDP09","OUT045",3417.07112792969
"FDW21","OUT049",1673.33001708984
"FDY25","OUT035",3152.33203613281
"DRE13","OUT017",1361.81852050781
"FDV43","OUT019",73.5991997909546
"FDD22","OUT045",1762.82784667969
"FDM46","OUT019",314.553965454102
"NCO30","OUT010",522.097764892578
"FDM25","OUT046",2831.10263671875
"NCN41","OUT049",2075.16933105469
"FDU24","OUT045",1518.59569091797
"FDZ50","OUT046",3157.24731933594
"FDP45","OUT013",3969.90325195313
"NCM54","OUT045",2065.71859375
"FDW10","OUT019",430.938580932617
"FDP20","OUT017",2066.17150878906
"FDK32","OUT046",2483.25756347656
"FDN52","OUT049",1365.55355712891
"FDM58","OUT045",1763.62739013672
"FDZ46","OUT027",2959.65369140625
"NCA18","OUT018",1604.74119140625
"FDD35","OUT046",2096.56862548828
"NCK31","OUT035",840.622211914063
"FDI40","OUT027",2742.49201171875
"FDT50","OUT019",278.720777893066
"NCT06","OUT046",2670.72062011719
"FDT31","OUT035",3003.82258300781
"FDT45","OUT049",872.270158691406
"FDT13","OUT045",3128.65294921875
"FDO50","OUT045",1391.00189697266
"NCU18","OUT010",394.53694152832
"NCR54","OUT049",3163.69840820312
"NCO18","OUT018",2602.966171875
"FDU09","OUT045",914.301923828125
"FDT13","OUT018",2812.14482910156
"FDE09","OUT046",1811.01641113281
"NCK53","OUT019",328.75258605957
"FDG45","OUT049",3660.9426953125
"DRH15","OUT035",773.157971191406
"FDO21","OUT019",625.098939208984
"FDD14","OUT027",5141.22583007812
"FDC09","OUT046",1686.62396484375
"FDH45","OUT027",1108.86382446289
"FDV32","OUT046",1085.073046875
"FDG12","OUT035",1993.03564453125
"FDS32","OUT013",2096.71466796875
"NCL55","OUT018",3471.24211425781
"DRE01","OUT035",3841.31057128906
"DRE15","OUT049",1291.26184326172
"NCL42","OUT045",3781.46937011719
"FDP31","OUT013",901.797496337891
"FDN33","OUT018",1360.62087890625
"FDZ59","OUT046",2624.87203613281
"FDE45","OUT010",446.945288085937
"FDJ07","OUT013",1895.85550048828
"FDQ45","OUT018",2692.11494628906
"FDM33","OUT027",5346.8486328125
"FDO15","OUT010",208.917410888672
"FDM46","OUT013",1480.693671875
"FDR03","OUT045",3099.29982421875
"FDY49","OUT018",2468.60449707031
"FDQ60","OUT045",1863.16803222656
"FDW10","OUT049",2408.93362304687
"FDO51","OUT049",733.808321533203
"FDJ40","OUT018",1446.06324951172
"FDS20","OUT018",2866.67560546875
"FDU45","OUT013",1876.13818847656
"FDV02","OUT035",2824.85181640625
"FDN09","OUT046",3834.40877929687
"NCM55","OUT027",5018.80956054688
"FDN23","OUT018",2135.99708251953
"FDY31","OUT010",394.921638793945
"FDW03","OUT010",342.150709838867
"FDD14","OUT046",2972.16229980469
"FDV23","OUT017",2027.4015625
"DRI03","OUT045",2739.13235839844
"FDN13","OUT035",1572.21797851562
"FDF45","OUT027",1701.16671386719
"FDU46","OUT035",1431.90895507813
"FDB57","OUT049",3688.30231445312
"FDV12","OUT049",1632.12775634766
"FDQ58","OUT013",2394.0111328125
"NCA18","OUT017",1835.73801757812
"FDH52","OUT049",1004.27348144531
"FDM24","OUT018",2116.15145507812
"NCP43","OUT027",4682.02556640625
"NCO18","OUT019",475.421162719727
"FDM32","OUT017",1433.42075927734
"NCL07","OUT017",654.317047119141
"FDK03","OUT013",4282.23391601563
"FDP59","OUT017",1568.90766601562
"FDQ24","OUT049",4144.70344726563
"FDQ16","OUT018",1458.04079589844
"FDU44","OUT013",2540.90488769531
"FDH28","OUT010",74.8323376464844
"FDV28","OUT019",62.2447578620911
"FDM22","OUT045",911.653044433594
"FDR56","OUT046",3085.12952636719
"FDV39","OUT049",2913.10052734375
"FDU37","OUT019",293.40833190918
"FDQ11","OUT010",757.755654296875
"FDX02","OUT045",3707.31922363281
"NCS42","OUT018",1395.13293212891
"FDY57","OUT027",2596.59498046875
"FDB21","OUT049",3883.26361328125
"FDE28","OUT017",3811.72043945312
"FDQ55","OUT017",1982.27047363281
"FDA48","OUT049",3680.91841308594
"FDZ19","OUT045",2753.00913085938
"NCC43","OUT045",3646.03629394531
"NCV18","OUT046",1526.17911376953
"NCA42","OUT018",2321.25399414062
"FDY45","OUT046",3850.40973144531
"NCC30","OUT045",2831.83663574219
"FDM57","OUT013",1349.60223876953
"FDL09","OUT010",407.973096923828
"FDB09","OUT027",3231.38500976562
"FDT44","OUT035",1930.90790039062
"NCT06","OUT027",4110.20685058594
"FDX26","OUT049",3235.03656738281
"FDK32","OUT013",2491.11357910156
"DRA12","OUT046",2121.55667236328
"FDO46","OUT010",559.274178466797
"FDE52","OUT013",1353.90446289062
"NCH42","OUT045",3769.84559082031
"FDV08","OUT035",734.514506835937
"FDB47","OUT018",3120.70307617188
"FDC28","OUT010",236.123660583496
"FDD22","OUT046",1898.37312744141
"FDS07","OUT027",3067.46046875
"DRI13","OUT045",3557.84041015625
"FDG32","OUT018",3210.45171386719
"FDU14","OUT017",4211.51756835938
"FDD28","OUT019",182.390196228027
"NCP41","OUT017",1721.44205566406
"FDS08","OUT049",2783.57023925781
"FDX47","OUT045",2499.57682617187
"FDC53","OUT019",283.826593017578
"FDQ19","OUT035",3989.39091308594
"FDL14","OUT045",2416.3802734375
"FDM33","OUT019",634.188948974609
"FDA51","OUT045",1853.31000976562
"FDZ27","OUT018",599.524725341797
"FDT04","OUT046",679.745716552734
"DRC13","OUT049",1996.72689697266
"FDR16","OUT027",5354.90004882813
"FDQ03","OUT027",6093.34530273437
"FDE38","OUT035",2752.72853027344
"DRH23","OUT027",1743.29736083984
"FDT11","OUT019",570.672976074219
"FDD09","OUT035",3080.12083007812
"FDR40","OUT045",1341.6276953125
"FDX07","OUT017",3219.53615722656
"FDR07","OUT035",1648.92171875
"FDA51","OUT017",1867.93756347656
"FDT59","OUT019",714.775015869141
"FDF20","OUT017",3197.3168359375
"FDR13","OUT045",1886.73353271484
"FDY26","OUT049",3672.64772949219
"FDW04","OUT017",2054.38937011719
"FDK52","OUT017",3850.85756835937
"FDN60","OUT049",2620.85083007812
"FDM09","OUT019",469.816714477539
"FDP46","OUT049",1387.44879638672
"FDB50","OUT019",285.869528503418
"NCQ29","OUT049",3965.69204101562
"FDP16","OUT027",6364.16857421875
"FDX33","OUT018",2369.06792480469
"FDP07","OUT010",507.182221679687
"FDN22","OUT046",3707.57901855469
"FDF39","OUT049",4220.7352734375
"FDS21","OUT017",989.270307617188
"NCM42","OUT013",1668.08267822266
"FDK50","OUT019",445.010202026367
"DRF13","OUT027",3766.68475097656
"FDH35","OUT018",2334.85924316406
"FDP60","OUT018",1357.50178955078
"DRJ49","OUT027",3068.89594726563
"NCT42","OUT019",423.338552856445
"FDE38","OUT049",2743.45450195313
"FDI04","OUT049",3171.49609375
"NCH54","OUT045",2547.63080566406
"FDT56","OUT049",948.705297851562
"DRD15","OUT018",3137.07963867187
"FDV58","OUT013",2669.556796875
"FDP21","OUT049",3284.05526855469
"FDH05","OUT013",3784.656328125
"FDR10","OUT027",4091.16815917969
"NCP06","OUT045",2307.31632324219
"FDF33","OUT049",1701.54987548828
"DRK37","OUT013",3176.50116210937
"DRH49","OUT045",1260.27231933594
"FDT58","OUT013",2621.88533691406
"FDD41","OUT018",1463.97614746094
"FDP40","OUT018",1621.40514648438
"FDM51","OUT027",2716.42298339844
"FDO45","OUT010",230.503516540527
"FDW33","OUT010",263.960198669434
"FDY24","OUT045",978.06966796875
"FDB10","OUT010",537.699086914062
"FDM40","OUT035",2151.67411132813
"NCI06","OUT017",3022.45518066406
"FDW12","OUT019",359.911456298828
"FDX48","OUT027",3946.4160546875
"NCW05","OUT027",2548.57608886719
"FDX27","OUT017",1493.83014892578
"DRM37","OUT045",3161.6694921875
"FDA38","OUT045",3794.41855957031
"FDR36","OUT046",708.713043212891
"FDZ45","OUT046",3170.995078125
"FDG05","OUT017",2552.78750488281
"FDK28","OUT013",4383.4750390625
"FDV47","OUT045",1350.53051025391
"FDN21","OUT045",2503.39629394531
"FDP20","OUT027",3376.28876953125
"FDI35","OUT045",3305.47814453125
"DRY23","OUT013",685.150748291016
"FDA56","OUT017",2067.0627734375
"FDB09","OUT013",1974.19792724609
"NCO26","OUT027",2938.69446289062
"FDQ49","OUT018",2276.32001953125
"FDI52","OUT027",3168.70442382813
"FDZ44","OUT027",3013.19747558594
"FDZ09","OUT018",2448.89166503906
"FDY03","OUT049",1924.42271240234
"NCG42","OUT017",2107.967890625
"DRI13","OUT027",5364.22041992187
"FDQ32","OUT013",2074.42226806641
"FDW16","OUT035",1452.04275146484
"FDU27","OUT046",785.730604248047
"FDR28","OUT010",438.797723999023
"FDQ49","OUT010",394.106427001953
"FDS37","OUT046",1901.93190185547
"FDW26","OUT018",3155.89274902344
"FDX12","OUT018",3480.33885742188
"NCP06","OUT013",2371.00481933594
"FDW45","OUT010",374.069789428711
"NCN30","OUT049",1540.60035400391
"FDN24","OUT049",878.360501708984
"NCL41","OUT027",1060.7301965332
"FDR02","OUT019",324.089297485352
"FDD09","OUT010",553.999904174805
"FDS33","OUT010",245.811946716309
"FDU22","OUT045",1962.72213134766
"FDI53","OUT013",2523.51037109375
"DRH01","OUT049",2827.69395019531
"FDX32","OUT013",2177.17858398438
"NCP30","OUT018",514.605339355469
"FDB60","OUT045",3094.99130859375
"FDB14","OUT049",1485.27696289063
"NCP02","OUT035",947.678848876953
"FDJ10","OUT017",2073.47285400391
"FDG34","OUT046",1802.40166503906
"NCB18","OUT017",1355.32726318359
"FDM16","OUT049",1154.91959716797
"FDW25","OUT018",1270.62369628906
"FDB35","OUT010",258.783674621582
"DRN11","OUT013",2084.24559814453
"FDF41","OUT019",626.206226806641
"FDH16","OUT045",1351.70139892578
"NCQ50","OUT018",3109.46720703125
"DRH23","OUT018",785.045388183594
"DRJ37","OUT013",2327.5945703125
"DRJ24","OUT027",4980.19553710938
"FDY16","OUT035",3235.11888183594
"FDQ27","OUT045",1798.67365478516
"FDZ33","OUT045",2384.196796875
"FDF29","OUT045",2124.86463867188
"FDA08","OUT049",2616.67298828125
"FDG31","OUT046",1077.97663330078
"FDE34","OUT019",584.737814941406
"NCR30","OUT027",2000.81108154297
"FDV33","OUT035",4008.5444921875
"DRZ24","OUT018",1736.64383056641
"NCL54","OUT035",2941.64274414062
"FDR12","OUT049",2971.54250976562
"NCC54","OUT046",3723.43209960938
"DRN59","OUT013",759.997120361328
"FDX50","OUT019",322.532836914062
"FDV31","OUT027",4660.1579296875
"NCA29","OUT027",4725.63750976562
"FDW60","OUT049",2922.13203613281
"FDX08","OUT017",3270.70526367187
"DRD49","OUT013",3648.36400390625
"FDD33","OUT046",3737.97861816406
"FDW35","OUT013",635.025643310547
"FDJ36","OUT017",1681.69293701172
"FDV51","OUT035",2795.52171386719
"FDW36","OUT046",1641.27805908203
"FDH35","OUT046",2616.13562988281
"NCS30","OUT027",3217.09325683594
"FDN49","OUT017",667.014571533203
"FDL08","OUT018",3396.49916015625
"FDI09","OUT013",3719.43971191406
"FDP19","OUT018",1811.05534179687
"FDU21","OUT010",48.5176899719238
"NCP41","OUT045",1627.06286132813
"FDY10","OUT013",1859.09202636719
"FDP12","OUT018",475.133500366211
"NCN26","OUT049",1939.13616455078
"FDK44","OUT013",2815.45045410156
"FDC28","OUT049",1650.6118359375
"FDJ41","OUT027",6078.9489453125
"NCT29","OUT035",2090.98375488281
"NCH42","OUT019",606.393636474609
"FDU60","OUT018",2444.68437988281
"FDS02","OUT045",3095.82154785156
"FDC51","OUT046",2044.45844726562
"FDU03","OUT013",3072.72264160156
"FDX39","OUT045",3564.6717578125
"NCY05","OUT010",88.5220240402222
"NCL06","OUT027",6211.03500976562
"FDD32","OUT035",1322.85200195312
"NCN41","OUT045",2007.68356201172
"NCX53","OUT049",2313.016171875
"FDU57","OUT019",387.683453979492
"FDQ23","OUT046",1698.81385986328
"FDQ52","OUT045",4072.77988769531
"FDC14","OUT045",685.063046875
"FDY09","OUT035",2995.78657226563
"FDQ28","OUT045",2477.45461914062
"FDV25","OUT046",3769.46512695313
"FDJ07","OUT035",1944.84424560547
"DRB25","OUT049",1612.96031494141
"FDK52","OUT019",631.703198242187
"FDY52","OUT027",1740.35200195312
"FDB28","OUT046",3021.57716308594
"FDT36","OUT035",673.004610595703
"FDV25","OUT017",3793.32406738281
"NCN07","OUT027",3342.76621582031
"FDC57","OUT017",3158.95717285156
"FDQ03","OUT018",3227.85231445313
"FDU23","OUT017",2786.02484863281
"NCX41","OUT035",3572.02841308594
"NCD06","OUT035",824.392591552734
"FDW08","OUT045",1621.35333007813
"NCU29","OUT017",2496.69553222656
"NCE06","OUT013",2428.79992675781
"FDV52","OUT010",245.981625976562
"FDB02","OUT017",2887.83797363281
"NCR18","OUT045",679.496687011719
"FDK16","OUT049",1529.26465087891
"NCQ29","OUT010",586.216010742187
"FDZ01","OUT019",296.999132080078
"FDW27","OUT035",2489.089375
"FDD17","OUT018",3329.43470214844
"FDW39","OUT013",2800.49751464844
"DRH59","OUT045",1081.71716064453
"FDS52","OUT013",1665.42215576172
"FDU40","OUT027",5456.95731445313
"NCF54","OUT013",2769.35293457031
"FDH46","OUT045",1658.48090820312
"NCP14","OUT049",1709.70185302734
"FDH50","OUT049",3245.83012207031
"DRF15","OUT010",292.853148193359
"FDV27","OUT027",2375.44610839844
"NCJ06","OUT049",2032.60245117187
"FDN02","OUT018",3097.0567578125
"FDQ51","OUT049",796.264685058594
"FDQ07","OUT017",3769.5941015625
